	Marker - Bat Handle			Marker - Bat Hands			Marker - Bat COM			Marker - Bat Top Cap			Marker - Bat Bottom Cap			Virtual Marker - End of Bat			Virtual Marker - Center of Bat		
	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
Index	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series
675	408.435394	682.225098	1324.53186	666.692322	945.468506	1418.006592	795.993347	1084.363159	1463.458618	966.786743	1254.787842	1518.743042	1016.647644	1218.870361	1467.397461	991.717224	1236.829102	1493.07019	700.076294	959.5271	1408.801025
676	411.722473	688.401733	1333.161743	658.0672	961.077209	1430.945557	781.299744	1104.631104	1478.473999	944.722046	1281.303589	1536.643066	997.074036	1246.703857	1487.044556	970.898071	1264.003662	1511.84375	691.310303	976.202698	1422.502808
677	414.755585	694.720703	1341.729492	648.896606	976.209839	1443.792603	765.940125	1124.098511	1493.375	921.834351	1306.602295	1554.39917	976.554504	1273.435669	1506.575806	949.194397	1290.019043	1530.487549	681.975037	992.369873	1436.108521
678	417.509949	701.186035	1350.247559	639.201477	990.855591	1456.539307	749.953552	1142.761353	1508.154541	898.181519	1330.672852	1571.997925	955.156311	1299.052368	1525.967285	926.668945	1314.862549	1548.982544	672.089478	1008.024292	1449.615112
679	419.957794	707.800293	1358.725708	629.002869	1005.006165	1469.17749	733.378845	1160.617188	1522.804932	873.818115	1353.505371	1589.423706	932.943909	1323.541992	1545.196777	903.380981	1338.523682	1567.310303	661.669373	1023.161987	1463.017944
680	422.072021	714.561157	1367.168945	618.322693	1018.655518	1481.698364	716.254578	1177.66394	1537.31665	848.796997	1375.093018	1606.660156	909.978088	1346.893066	1564.244751	879.387573	1360.993042	1585.452393	650.729797	1037.7771	1476.310669
681	423.8284	721.461182	1375.577271	607.182983	1031.798828	1494.092285	698.618835	1193.899536	1551.678711	823.170288	1395.434937	1623.692017	886.314026	1369.093994	1583.096802	854.742126	1382.264526	1603.394409	639.285278	1051.862793	1489.48584
682	425.208893	728.488403	1383.944702	595.605896	1044.432007	1506.348999	680.509277	1209.321167	1565.877319	796.989136	1414.5354	1640.506592	862.00177	1390.134033	1601.743408	829.495483	1402.334717	1621.125	627.352173	1065.411621	1502.534912
683	426.207001	735.625854	1392.259766	583.613708	1056.550415	1518.458252	661.963074	1223.925781	1579.897827	770.301147	1432.401123	1657.091309	837.086365	1410.005371	1620.17627	803.693726	1421.203247	1638.633789	614.950378	1078.414551	1515.446777
684	426.827362	742.852295	1400.508423	571.229553	1068.149536	1530.409058	643.016968	1237.712158	1593.724121	743.148071	1449.037598	1673.432495	811.607727	1428.703735	1638.383789	777.37793	1438.870605	1655.908081	602.102661	1090.86145	1528.208252
685	427.078705	750.145691	1408.677002	558.477356	1079.223877	1542.190186	623.706482	1250.680664	1607.340088	715.564697	1464.448486	1689.514404	785.599426	1446.229004	1656.351807	750.582031	1455.338745	1672.933105	588.830383	1102.742188	1540.805054
686	426.968262	757.485291	1416.754883	545.382874	1089.769043	1553.790649	604.06488	1262.834961	1620.730225	687.581543	1478.638306	1705.321899	759.089661	1462.583496	1674.06665	723.335632	1470.61084	1689.694214	575.151978	1114.048096	1553.224609
687	426.503967	764.851685	1424.734375	531.972839	1099.782715	1565.199951	584.122742	1274.183472	1633.882446	659.225342	1491.617188	1720.841919	732.100647	1477.773926	1691.517822	695.663025	1484.695557	1706.17981	561.083496	1124.773682	1565.457153
688	425.700592	772.226807	1432.61084	518.275574	1109.267334	1576.409912	563.906311	1284.741943	1646.791504	630.521118	1503.406494	1736.064941	704.650085	1491.814941	1708.69751	667.585632	1497.610718	1722.381226	546.643127	1134.918701	1577.495972
689	424.582336	779.592834	1440.38208	504.320923	1118.231201	1587.415649	543.437012	1294.536621	1659.460938	601.494019	1514.04541	1750.987915	676.754211	1504.735596	1725.603027	639.124146	1509.390503	1738.29541	531.853271	1144.491699	1589.338745
690	423.180389	786.933167	1448.050171	490.140808	1126.690674	1598.218262	522.733215	1303.606201	1671.901367	572.170044	1523.59375	1765.615723	648.432312	1516.584839	1742.23938	610.301208	1520.089233	1753.92749	516.740784	1153.51123	1600.98877
691	421.530731	794.234131	1455.621582	475.768311	1134.672852	1608.825562	501.815491	1312.004883	1684.128906	542.574219	1532.133667	1779.962158	619.708923	1527.435059	1758.619873	581.141541	1529.784424	1769.291016	501.336151	1162.009277	1612.456299
692	419.671021	801.487061	1463.104858	461.237732	1142.218506	1619.252319	480.709412	1319.803223	1696.165649	512.730103	1539.767578	1794.050049	590.615479	1537.384644	1774.766846	551.672791	1538.576172	1784.408447	485.671906	1170.031616	1623.756592
693	417.637909	808.690308	1470.511719	446.583435	1149.384644	1629.520264	459.444397	1327.090332	1708.040039	482.662567	1546.62085	1807.91333	561.191223	1546.559448	1790.710449	521.92688	1546.590088	1799.31189	469.78241	1177.640259	1634.911865
694	415.469574	815.848572	1477.856079	431.839661	1156.244629	1639.658081	438.052795	1333.974365	1719.786987	452.403412	1552.846802	1821.595703	531.488342	1555.114014	1806.489746	491.945862	1553.980347	1814.042725	453.707703	1184.914429	1645.949341
695	413.209229	822.97229	1485.156006	417.039368	1162.88855	1649.702271	416.571106	1340.5802	1731.445923	421.998688	1558.629395	1835.150024	501.578491	1563.232178	1822.15271	461.788605	1560.930786	1828.651367	437.498901	1191.951538	1656.903687
696	410.903168	830.076843	1492.432495	402.21228	1169.420166	1659.697266	395.041992	1347.043701	1743.059814	391.513702	1564.181641	1848.637451	471.556824	1571.124512	1837.755005	431.535278	1567.653076	1843.196167	421.219208	1198.86499	1667.814331
